42.299,33.627
45.063,38.433
28.328,28.068
35.346,27.475
25.359,32.04
36.407,35.362
47.594,34.84
45.74,31.351
58.303,26.828
41.334,33.149
22.748,29.604
53.515,36.885
50.258,22.959
35.339,30.706
41.781,36.449
46.236,27.525
43.078,26.876
45.571,25.332
39.098,28.606
39.689,28.997
40.705,30.684
33.683,25.583
51.384,30.413
40.051,26.981
45.492,28.156
33.161,25.809
31.398,28.588
39.272,47.849
37.978,47.038
49.559,35.735
44.849,33.936
44.324,23.609
28.44,27.077
32.258,26.903
41.616,32.677
37.217,32.415
50.321,30.542
50.729,28.299
35.354,25.371
47.001,30.027
51.164,35.696
42.568,32.137
52.987,30.905
48.499,33.287
41.713,32.921
47.014,21.918
41.555,30.094
36.681,27.87
42.868,19.83
40.29,23.357
37.083,28.401
54.168,34.127
41.77,28.854
61.843,31.311
37.631,25.51
44.514,19.213
52.661,30.47
61.834,25.244
42.429,35.863
33.678,38.675
46.427,28.142
29.441,35.964
37.809,34.768
42.175,22.925
51.916,29.833
51.497,31.306
39.78,32.615
47.391,33.384
37.43,33.372
45.289,33.392
55.322,28.437
41.254,31.896
37.596,18.736
36,24.158
45.732,36.01
50.698,26.696
57.005,31.638
40.432,37.541
41.304,25.555
34.938,25.204
52.896,27.536
39.396,32.205
36.214,28.976
57.474,25.111
46.479,22.135
45.731,28.149
31.955,28.894
43.472,27.324
44.161,28.69
31.262,24.523
38.194,32.746
36.761,19.127
44.223,30.723
31.944,33.345
48.712,25.756
54.279,29.715
37.57,31.459
39.93,26.927
44.053,29.932
49.626,32.061
44.176,25.314
43.176,34.176
36.138,35.473
38.148,31.606
44.907,30.076
53.463,24.178
44.547,32.474
30.352,23.921
43.464,37.954
39.263,32.632
38.048,31.324
38.246,28.032
32.962,19.118
37.434,24.022
33.725,31.827
37.08,42.062
40.938,33.701
41.395,31.549
38.275,27.29
38.779,30.611
40.27,34.811
43.666,28.73
50.253,39.459
44.961,23.899
37.707,28.119
44.784,30.262
38.036,20.23
25.754,32.827
21.222,30.389
26.291,30.404
38.103,33.974
35.043,35.218
34.239,34.011
40.325,27.656
34.728,29.767
34.956,31.767
44.877,23.716
46.259,24.82
59.493,27.865
42.419,30.388
40.467,38.955
35.407,33.986
38.438,27.787
39.596,26.855
25.954,37.669
37.941,43.668
45.996,30.837
35.434,27.606
43.954,22.937
47.932,34.875
48.617,31.449
46.215,35.827
21.921,25.456
35.485,31.203
47.212,26.73
43.157,36.375
40.039,27.244
43.495,29.563
49.041,28.261
41.23,34.97
33.931,32.142
38.559,24.979
38.338,26.837
47.174,24.771
43.298,32.529
44.38,31.66
41.183,21.823
37.102,20.466
40.489,29.798
41.734,33.486
28.815,30.844
41.431,22.281
47.421,22.241
39.119,34.335
52.579,29.273
44.484,28.069
36.637,36.581
38.768,26.018
37.798,30.677
41.929,32.089
46.037,34.099
37.665,25.728
43.668,31.787
54.042,43.742
47.452,22.435
46.602,32.17
33.482,28.851
35.726,25.865
41.94,25.84
39.195,32.489
27,41.578
27.885,26.031
48.21,32.705
33.935,27.205
56.627,39.883
22.224,32.723
43.59,29.31
40.005,33.099
33.95,29.972
43.235,35.536
