   -3.14 	    -0.00 
   -3.04 	    -0.10 
   -2.94 	    -0.20 
   -2.84 	    -0.30 
   -2.74 	    -0.39 
   -2.64 	    -0.48 
   -2.54 	    -0.56 
   -2.44 	    -0.64 
   -2.34 	    -0.72 
   -2.24 	    -0.78 
   -2.14 	    -0.84 
   -2.04 	    -0.89 
   -1.94 	    -0.93 
   -1.84 	    -0.96 
   -1.74 	    -0.99 
   -1.64 	    -1.00 
   -1.54 	    -1.00 
   -1.44 	    -0.99 
   -1.34 	    -0.97 
   -1.24 	    -0.95 
   -1.14 	    -0.91 
   -1.04 	    -0.86 
   -0.94 	    -0.81 
   -0.84 	    -0.75 
   -0.74 	    -0.68 
   -0.64 	    -0.60 
   -0.54 	    -0.52 
   -0.44 	    -0.43 
   -0.34 	    -0.33 
   -0.24 	    -0.24 
   -0.14 	    -0.14 
   -0.04 	    -0.04 
